movieId,title,genres
58559,"Dark Knight, The (2008)",Action|Crime|Drama
58998,Forgetting Sarah Marshall (2008),Comedy|Romance
59315,Iron Man (2008),Action|Adventure|Sci-Fi
59369,Taken (2008),Action|Crime|Drama|Thriller
59784,Kung Fu Panda (2008),Action|Comedy
60069,WALL·E (2008),Adventure|Romance|Sci-Fi
60684,Watchmen (2009),Action|Drama|Sci-Fi|Thriller
61132,Tropic Thunder (2008),Action|Adventure|Comedy
61240,Let the Right One In (Låt den rätte komma in) (2008),Drama|Horror|Romance
61323,Burn After Reading (2008),Comedy|Crime|Drama
63082,Slumdog Millionaire (2008),Crime|Drama|Romance
63113,Quantum of Solace (2008),Action|Adventure|Thriller
63876,Milk (2008),Drama
64575,Doubt (2008),Drama
64614,Gran Torino (2008),Crime|Drama
64620,Frost/Nixon (2008),Drama
64839,"Wrestler, The (2008)",Drama
64957,"Curious Case of Benjamin Button, The (2008)",Drama|Romance
66097,Coraline (2009),Thriller
67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",Crime|Drama|Thriller
68157,Inglourious Basterds (2009),Action|Drama
68237,Moon (2009),Drama|Sci-Fi|Thriller
68358,Star Trek (2009),Action|Adventure|Sci-Fi
68954,Up (2009),Adventure|Drama
69122,"Hangover, The (2009)",Comedy|Crime
69481,"Hurt Locker, The (2008)",Action|Drama|Thriller
69757,(500) Days of Summer (2009),Comedy|Drama|Romance
69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Romance
70286,District 9 (2009),Sci-Fi|Thriller
71535,Zombieland (2009),Action|Comedy|Horror
72011,Up in the Air (2009),Drama|Romance
72226,Fantastic Mr. Fox (2009),Adventure|Comedy|Crime
72998,Avatar (2009),Action|Adventure|Sci-Fi
73017,Sherlock Holmes (2009),Action|Crime|Thriller
74458,Shutter Island (2010),Drama|Thriller
76093,How to Train Your Dragon (2010),Adventure
76251,Kick-Ass (2010),Action|Comedy
77561,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller
78499,Toy Story 3 (2010),Adventure|Comedy
79132,Inception (2010),Action|Crime|Drama|Sci-Fi|Thriller
79702,Scott Pilgrim vs. the World (2010),Action|Comedy|Romance
80463,"Social Network, The (2010)",Drama
80489,"Town, The (2010)",Crime|Drama|Thriller
81591,Black Swan (2010),Drama|Thriller
81845,"King's Speech, The (2010)",Drama
81932,"Fighter, The (2010)",Drama
85414,Source Code (2011),Action|Drama|Sci-Fi|Thriller
86882,Midnight in Paris (2011),Comedy|Romance
87232,X-Men: First Class (2011),Action|Adventure|Sci-Fi|Thriller
87306,Super 8 (2011),Sci-Fi|Thriller
88125,Harry Potter and the Deathly Hallows: Part 2 (2011),Action|Adventure|Drama
88129,Drive (2011),Crime|Drama|Thriller
88744,Rise of the Planet of the Apes (2011),Action|Drama|Sci-Fi|Thriller
89492,Moneyball (2011),Drama
89745,"Avengers, The (2012)",Action|Adventure|Sci-Fi
91500,"Hunger Games, The (2012)",Action|Adventure|Drama|Sci-Fi|Thriller
91529,"Dark Knight Rises, The (2012)",Action|Adventure|Crime
91658,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller
96079,Skyfall (2012),Action|Adventure|Thriller
96610,Looper (2012),Action|Crime|Sci-Fi
97304,Argo (2012),Drama|Thriller
97921,Silver Linings Playbook (2012),Comedy|Drama
99114,Django Unchained (2012),Action|Drama
104841,Gravity (2013),Action|Sci-Fi
